hs2022,hs2017,relationship
854921,853390,n:n
854921,853400,n:n
854921,853510,n:n
854921,853521,n:n
854921,853529,n:n
854921,853530,n:n
854921,853540,n:n
854921,853590,n:n
854921,853610,n:n
854921,853620,n:n
854921,853630,n:n
854921,853641,n:n
854921,853649,n:n
854921,853650,n:n
854921,853661,n:n
854921,853669,n:n
854921,853670,n:n
854921,853690,n:n
854921,853710,n:n
854921,853720,n:n
854921,853810,n:n
854921,853890,n:n
854921,853910,n:n
854921,853921,n:n
854921,853922,n:n
854921,853929,n:n
854921,853931,n:n
854921,853932,n:n
854921,853939,n:n
854921,853941,n:n
854921,853949,n:n
854921,853950,n:n
854921,853990,n:n
854921,854011,n:n
854921,854012,n:n
854921,854020,n:n
854921,854040,n:n
854921,854060,n:n
854921,854071,n:n
854921,854079,n:n
854921,854081,n:n
854921,854089,n:n
854921,854091,n:n
854921,854099,n:n
854921,854110,n:n
854921,854121,n:n
854921,854129,n:n
854921,854130,n:n
854921,854140,n:n
854921,854150,n:n
854921,854160,n:n
854921,854190,n:n
854921,854231,n:n
854921,854232,n:n
854921,854233,n:n
854921,854239,n:n
854921,854290,n:n
854921,854310,n:n
854921,854320,n:n
854921,854330,n:n
854921,854370,n:n
854921,854390,n:n
854921,854411,n:n
854921,854419,n:n
854921,854420,n:n
854921,854430,n:n
854921,854442,n:n
854921,854449,n:n
854921,854460,n:n
854921,854470,n:n
854921,854511,n:n
854921,854519,n:n
854921,854520,n:n
854921,854590,n:n
854921,854610,n:n
854921,854620,n:n
854921,854690,n:n
854921,854710,n:n
854921,854720,n:n
854921,854790,n:n
854921,854810,n:n
854921,854890,n:n
854921,900110,n:n
854921,900120,n:n
854921,900130,n:n
854921,900140,n:n
854921,900150,n:n
854921,900190,n:n
854921,900211,n:n
854921,900219,n:n
854921,900220,n:n
854921,900290,n:n
854921,900311,n:n
854921,900319,n:n
854921,900390,n:n
854921,900410,n:n
854921,900490,n:n
854921,900510,n:n
854921,900580,n:n
854921,900590,n:n
854921,900630,n:n
854921,900640,n:n
854921,900651,n:n
854921,900652,n:n
854921,900653,n:n
854921,900659,n:n
854921,900661,n:n
854921,900669,n:n
854921,900691,n:n
854921,900699,n:n
854921,900710,n:n
854921,900720,n:n
854921,900791,n:n
854921,900792,n:n
854921,900850,n:n
854921,900890,n:n
854921,901010,n:n
854921,901050,n:n
854921,901060,n:n
854921,901090,n:n
854921,901110,n:n
854921,901120,n:n
854921,901180,n:n
854921,901190,n:n
854921,901210,n:n
854921,901290,n:n
854921,901310,n:n
854921,901320,n:n
854921,901380,n:n
854921,901390,n:n
854921,901410,n:n
854921,901420,n:n
854921,901480,n:n
854921,901490,n:n
854921,901510,n:n
854921,901520,n:n
854921,901530,n:n
854921,901540,n:n
854921,901580,n:n
854921,901590,n:n
854921,901600,n:n
854921,901710,n:n
854921,901720,n:n
854921,901730,n:n
854921,901780,n:n
854921,901790,n:n
854921,901811,n:n
854921,901812,n:n
854921,901813,n:n
854921,901814,n:n
854921,901819,n:n
854921,901820,n:n
854921,901831,n:n
854921,901832,n:n
854921,901839,n:n
854921,901841,n:n
854921,901849,n:n
854921,901850,n:n
854921,901890,n:n
854921,901910,n:n
854921,901920,n:n
854921,902000,n:n
854921,902110,n:n
854921,902121,n:n
854921,902129,n:n
854921,902131,n:n
854921,902139,n:n
854921,902140,n:n
854921,902150,n:n
854921,902190,n:n
854921,902212,n:n
854921,902213,n:n
854921,902214,n:n
854921,902219,n:n
854921,902221,n:n
854921,902229,n:n
854921,902230,n:n
854921,902290,n:n
854921,902300,n:n
854921,902410,n:n
854921,902480,n:n
854921,902490,n:n
854921,902511,n:n
854921,902519,n:n
854921,902580,n:n
854921,902590,n:n
854921,902610,n:n
854921,902620,n:n
854921,902680,n:n
854921,902690,n:n
854921,902710,n:n
854921,902720,n:n
854921,902730,n:n
854921,902750,n:n
854921,902780,n:n
854921,902790,n:n
854921,902810,n:n
854921,902820,n:n
854921,902830,n:n
854921,902890,n:n
854921,902910,n:n
854921,902920,n:n
854921,902990,n:n
854921,903010,n:n
854921,903020,n:n
854921,903031,n:n
854921,903032,n:n
854921,903033,n:n
854921,903039,n:n
854921,903040,n:n
854921,903082,n:n
854921,903084,n:n
854921,903089,n:n
854921,903090,n:n
854921,903110,n:n
854921,903120,n:n
854921,903141,n:n
854921,903149,n:n
854921,903180,n:n
854921,903190,n:n
854921,903210,n:n
854921,903220,n:n
854921,903281,n:n
854921,903289,n:n
854921,903290,n:n
854921,903300,n:n
854921,910111,n:n
854921,910119,n:n
854921,910121,n:n
854921,910129,n:n
854921,910191,n:n
854921,910199,n:n
854921,910211,n:n
854921,910212,n:n
854921,910219,n:n
854921,910221,n:n
854921,910229,n:n
854921,910291,n:n
854921,910299,n:n
854921,910310,n:n
854921,910390,n:n
854921,910400,n:n
854921,910511,n:n
854921,910519,n:n
854921,910521,n:n
854921,910529,n:n
854921,910591,n:n
854921,910599,n:n
854921,910610,n:n
854921,910690,n:n
854921,910700,n:n
854921,910811,n:n
854921,910812,n:n
854921,910819,n:n
854921,910820,n:n
854921,910890,n:n
854921,910910,n:n
854921,910990,n:n
854921,911011,n:n
854921,911012,n:n
854921,911019,n:n
854921,911090,n:n
854921,911110,n:n
854921,911120,n:n
854921,911180,n:n
854921,911190,n:n
854921,911220,n:n
854921,911290,n:n
854921,911310,n:n
854921,911320,n:n
854921,911390,n:n
854921,911410,n:n
854921,911430,n:n
854921,911440,n:n
854921,911490,n:n
854921,950300,n:n
854921,950420,n:n
854921,950430,n:n
854921,950440,n:n
854921,950450,n:n
854921,950490,n:n
854921,950510,n:n
854921,950590,n:n
854921,950611,n:n
854921,950612,n:n
854921,950619,n:n
854921,950621,n:n
854921,950629,n:n
854921,950631,n:n
854921,950632,n:n
854921,950639,n:n
854921,950640,n:n
854921,950651,n:n
854921,950659,n:n
854921,950661,n:n
854921,950662,n:n
854921,950669,n:n
854921,950670,n:n
854921,950691,n:n
854921,950699,n:n
854921,950710,n:n
854921,950720,n:n
854921,950730,n:n
854921,950790,n:n
854921,950810,n:n
854921,950890,n:n
854929,382510,n:n
854929,382520,n:n
854929,382530,n:n
854929,382541,n:n
854929,382549,n:n
854929,382550,n:n
854929,382561,n:n
854929,382569,n:n
854929,382590,n:n
854929,700100,n:n
854929,711230,n:n
854929,711291,n:n
854929,711292,n:n
854929,711299,n:n
854929,840110,n:n
854929,840120,n:n
854929,840130,n:n
854929,840140,n:n
854929,840211,n:n
854929,840212,n:n
854929,840219,n:n
854929,840220,n:n
854929,840290,n:n
854929,840310,n:n
854929,840390,n:n
854929,840410,n:n
854929,840420,n:n
854929,840490,n:n
854929,840510,n:n
854929,840590,n:n
854929,840610,n:n
854929,840681,n:n
854929,840682,n:n
854929,840690,n:n
854929,840710,n:n
854929,840721,n:n
854929,840729,n:n
854929,840731,n:n
854929,840732,n:n
854929,840733,n:n
854929,840734,n:n
854929,840790,n:n
854929,840810,n:n
854929,840820,n:n
854929,840890,n:n
854929,840910,n:n
854929,840991,n:n
854929,840999,n:n
854929,841011,n:n
854929,841012,n:n
854929,841013,n:n
854929,841090,n:n
854929,841111,n:n
854929,841112,n:n
854929,841121,n:n
854929,841122,n:n
854929,841181,n:n
854929,841182,n:n
854929,841191,n:n
854929,841199,n:n
854929,841210,n:n
854929,841221,n:n
854929,841229,n:n
854929,841231,n:n
854929,841239,n:n
854929,841280,n:n
854929,841290,n:n
854929,841311,n:n
854929,841319,n:n
854929,841320,n:n
854929,841330,n:n
854929,841340,n:n
854929,841350,n:n
854929,841360,n:n
854929,841370,n:n
854929,841381,n:n
854929,841382,n:n
854929,841391,n:n
854929,841392,n:n
854929,841410,n:n
854929,841420,n:n
854929,841430,n:n
854929,841440,n:n
854929,841451,n:n
854929,841459,n:n
854929,841460,n:n
854929,841480,n:n
854929,841490,n:n
854929,841510,n:n
854929,841520,n:n
854929,841581,n:n
854929,841582,n:n
854929,841583,n:n
854929,841590,n:n
854929,841610,n:n
854929,841620,n:n
854929,841630,n:n
854929,841690,n:n
854929,841710,n:n
854929,841720,n:n
854929,841780,n:n
854929,841790,n:n
854929,841810,n:n
854929,841821,n:n
854929,841829,n:n
854929,841830,n:n
854929,841840,n:n
854929,841850,n:n
854929,841861,n:n
854929,841869,n:n
854929,841891,n:n
854929,841899,n:n
854929,841911,n:n
854929,841919,n:n
854929,841920,n:n
854929,841931,n:n
854929,841932,n:n
854929,841939,n:n
854929,841940,n:n
854929,841950,n:n
854929,841960,n:n
854929,841981,n:n
854929,841989,n:n
854929,841990,n:n
854929,842010,n:n
854929,842091,n:n
854929,842099,n:n
854929,842111,n:n
854929,842112,n:n
854929,842119,n:n
854929,842121,n:n
854929,842122,n:n
854929,842123,n:n
854929,842129,n:n
854929,842131,n:n
854929,842139,n:n
854929,842191,n:n
854929,842199,n:n
854929,842211,n:n
854929,842219,n:n
854929,842220,n:n
854929,842230,n:n
854929,842240,n:n
854929,842290,n:n
854929,842310,n:n
854929,842320,n:n
854929,842330,n:n
854929,842381,n:n
854929,842382,n:n
854929,842389,n:n
854929,842390,n:n
854929,842410,n:n
854929,842420,n:n
854929,842430,n:n
854929,842441,n:n
854929,842449,n:n
854929,842482,n:n
854929,842489,n:n
854929,842490,n:n
854929,842511,n:n
854929,842519,n:n
854929,842531,n:n
854929,842539,n:n
854929,842541,n:n
854929,842542,n:n
854929,842549,n:n
854929,842611,n:n
854929,842612,n:n
854929,842619,n:n
854929,842620,n:n
854929,842630,n:n
854929,842641,n:n
854929,842649,n:n
854929,842691,n:n
854929,842699,n:n
854929,842710,n:n
854929,842720,n:n
854929,842790,n:n
854929,842810,n:n
854929,842820,n:n
854929,842831,n:n
854929,842832,n:n
854929,842833,n:n
854929,842839,n:n
854929,842840,n:n
854929,842860,n:n
854929,842890,n:n
854929,842911,n:n
854929,842919,n:n
854929,842920,n:n
854929,842930,n:n
854929,842940,n:n
854929,842951,n:n
854929,842952,n:n
854929,842959,n:n
854929,843010,n:n
854929,843020,n:n
854929,843031,n:n
854929,843039,n:n
854929,843041,n:n
854929,843049,n:n
854929,843050,n:n
854929,843061,n:n
854929,843069,n:n
854929,843110,n:n
854929,843120,n:n
854929,843131,n:n
854929,843139,n:n
854929,843141,n:n
854929,843142,n:n
854929,843143,n:n
854929,843149,n:n
854929,843210,n:n
854929,843221,n:n
854929,843229,n:n
854929,843231,n:n
854929,843239,n:n
854929,843241,n:n
854929,843242,n:n
854929,843280,n:n
854929,843290,n:n
854929,843311,n:n
854929,843319,n:n
854929,843320,n:n
854929,843330,n:n
854929,843340,n:n
854929,843351,n:n
854929,843352,n:n
854929,843353,n:n
854929,843359,n:n
854929,843360,n:n
854929,843390,n:n
854929,843410,n:n
854929,843420,n:n
854929,843490,n:n
854929,843510,n:n
854929,843590,n:n
854929,843610,n:n
854929,843621,n:n
854929,843629,n:n
854929,843680,n:n
854929,843691,n:n
854929,843699,n:n
854929,843710,n:n
854929,843780,n:n
854929,843790,n:n
854929,843810,n:n
854929,843820,n:n
854929,843830,n:n
854929,843840,n:n
854929,843850,n:n
854929,843860,n:n
854929,843880,n:n
854929,843890,n:n
854929,843910,n:n
854929,843920,n:n
854929,843930,n:n
854929,843991,n:n
854929,843999,n:n
854929,844010,n:n
854929,844090,n:n
854929,844110,n:n
854929,844120,n:n
854929,844130,n:n
854929,844140,n:n
854929,844180,n:n
854929,844190,n:n
854929,844230,n:n
854929,844240,n:n
854929,844250,n:n
854929,844311,n:n
854929,844312,n:n
854929,844313,n:n
854929,844314,n:n
854929,844315,n:n
854929,844316,n:n
854929,844317,n:n
854929,844319,n:n
854929,844331,n:n
854929,844332,n:n
854929,844339,n:n
854929,844391,n:n
854929,844399,n:n
854929,844400,n:n
854929,844511,n:n
854929,844512,n:n
854929,844513,n:n
854929,844519,n:n
854929,844520,n:n
854929,844530,n:n
854929,844540,n:n
854929,844590,n:n
854929,844610,n:n
854929,844621,n:n
854929,844629,n:n
854929,844630,n:n
854929,844711,n:n
854929,844712,n:n
854929,844720,n:n
854929,844790,n:n
854929,844811,n:n
854929,844819,n:n
854929,844820,n:n
854929,844831,n:n
854929,844832,n:n
854929,844833,n:n
854929,844839,n:n
854929,844842,n:n
854929,844849,n:n
854929,844851,n:n
854929,844859,n:n
854929,844900,n:n
854929,845011,n:n
854929,845012,n:n
854929,845019,n:n
854929,845020,n:n
854929,845090,n:n
854929,845110,n:n
854929,845121,n:n
854929,845129,n:n
854929,845130,n:n
854929,845140,n:n
854929,845150,n:n
854929,845180,n:n
854929,845190,n:n
854929,845210,n:n
854929,845221,n:n
854929,845229,n:n
854929,845230,n:n
854929,845290,n:n
854929,845310,n:n
854929,845320,n:n
854929,845380,n:n
854929,845390,n:n
854929,845410,n:n
854929,845420,n:n
854929,845430,n:n
854929,845490,n:n
854929,845510,n:n
854929,845521,n:n
854929,845522,n:n
854929,845530,n:n
854929,845590,n:n
854929,845611,n:n
854929,845612,n:n
854929,845620,n:n
854929,845630,n:n
854929,845640,n:n
854929,845650,n:n
854929,845690,n:n
854929,845710,n:n
854929,845720,n:n
854929,845730,n:n
854929,845811,n:n
854929,845819,n:n
854929,845891,n:n
854929,845899,n:n
854929,845910,n:n
854929,845921,n:n
854929,845929,n:n
854929,845931,n:n
854929,845939,n:n
854929,845941,n:n
854929,845949,n:n
854929,845951,n:n
854929,845959,n:n
854929,845961,n:n
854929,845969,n:n
854929,845970,n:n
854929,846012,n:n
854929,846019,n:n
854929,846022,n:n
854929,846023,n:n
854929,846024,n:n
854929,846029,n:n
854929,846031,n:n
854929,846039,n:n
854929,846040,n:n
854929,846090,n:n
854929,846120,n:n
854929,846130,n:n
854929,846140,n:n
854929,846150,n:n
854929,846190,n:n
854929,846210,n:n
854929,846221,n:n
854929,846229,n:n
854929,846231,n:n
854929,846239,n:n
854929,846241,n:n
854929,846249,n:n
854929,846291,n:n
854929,846299,n:n
854929,846310,n:n
854929,846320,n:n
854929,846330,n:n
854929,846390,n:n
854929,846410,n:n
854929,846420,n:n
854929,846490,n:n
854929,846510,n:n
854929,846520,n:n
854929,846591,n:n
854929,846592,n:n
854929,846593,n:n
854929,846594,n:n
854929,846595,n:n
854929,846596,n:n
854929,846599,n:n
854929,846610,n:n
854929,846620,n:n
854929,846630,n:n
854929,846691,n:n
854929,846692,n:n
854929,846693,n:n
854929,846694,n:n
854929,846711,n:n
854929,846719,n:n
854929,846721,n:n
854929,846722,n:n
854929,846729,n:n
854929,846781,n:n
854929,846789,n:n
854929,846791,n:n
854929,846792,n:n
854929,846799,n:n
854929,846810,n:n
854929,846820,n:n
854929,846880,n:n
854929,846890,n:n
854929,847010,n:n
854929,847021,n:n
854929,847029,n:n
854929,847030,n:n
854929,847050,n:n
854929,847090,n:n
854929,847130,n:n
854929,847141,n:n
854929,847149,n:n
854929,847150,n:n
854929,847160,n:n
854929,847170,n:n
854929,847180,n:n
854929,847190,n:n
854929,847210,n:n
854929,847230,n:n
854929,847290,n:n
854929,847321,n:n
854929,847329,n:n
854929,847330,n:n
854929,847340,n:n
854929,847350,n:n
854929,847410,n:n
854929,847420,n:n
854929,847431,n:n
854929,847432,n:n
854929,847439,n:n
854929,847480,n:n
854929,847490,n:n
854929,847510,n:n
854929,847521,n:n
854929,847529,n:n
854929,847590,n:n
854929,847621,n:n
854929,847629,n:n
854929,847681,n:n
854929,847689,n:n
854929,847690,n:n
854929,847710,n:n
854929,847720,n:n
854929,847730,n:n
854929,847740,n:n
854929,847751,n:n
854929,847759,n:n
854929,847780,n:n
854929,847790,n:n
854929,847810,n:n
854929,847890,n:n
854929,847910,n:n
854929,847920,n:n
854929,847930,n:n
854929,847940,n:n
854929,847950,n:n
854929,847960,n:n
854929,847971,n:n
854929,847979,n:n
854929,847981,n:n
854929,847982,n:n
854929,847989,n:n
854929,847990,n:n
854929,848010,n:n
854929,848020,n:n
854929,848030,n:n
854929,848041,n:n
854929,848049,n:n
854929,848050,n:n
854929,848060,n:n
854929,848071,n:n
854929,848079,n:n
854929,848110,n:n
854929,848120,n:n
854929,848130,n:n
854929,848140,n:n
854929,848180,n:n
854929,848190,n:n
854929,848210,n:n
854929,848220,n:n
854929,848230,n:n
854929,848240,n:n
854929,848250,n:n
854929,848280,n:n
854929,848291,n:n
854929,848299,n:n
854929,848310,n:n
854929,848320,n:n
854929,848330,n:n
854929,848340,n:n
854929,848350,n:n
854929,848360,n:n
854929,848390,n:n
854929,848410,n:n
854929,848420,n:n
854929,848490,n:n
854929,848610,n:n
854929,848620,n:n
854929,848630,n:n
854929,848640,n:n
854929,848690,n:n
854929,848710,n:n
854929,848790,n:n
854929,850110,n:n
854929,850120,n:n
854929,850131,n:n
854929,850132,n:n
854929,850133,n:n
854929,850134,n:n
854929,850140,n:n
854929,850151,n:n
854929,850152,n:n
854929,850153,n:n
854929,850161,n:n
854929,850162,n:n
854929,850163,n:n
854929,850164,n:n
854929,850211,n:n
854929,850212,n:n
854929,850213,n:n
854929,850220,n:n
854929,850231,n:n
854929,850239,n:n
854929,850240,n:n
854929,850300,n:n
854929,850410,n:n
854929,850421,n:n
854929,850422,n:n
854929,850423,n:n
854929,850431,n:n
854929,850432,n:n
854929,850433,n:n
854929,850434,n:n
854929,850440,n:n
854929,850450,n:n
854929,850490,n:n
854929,850511,n:n
854929,850519,n:n
854929,850520,n:n
854929,850590,n:n
854929,850610,n:n
854929,850630,n:n
854929,850640,n:n
854929,850650,n:n
854929,850660,n:n
854929,850680,n:n
854929,850690,n:n
854929,850710,n:n
854929,850720,n:n
854929,850730,n:n
854929,850740,n:n
854929,850750,n:n
854929,850760,n:n
854929,850780,n:n
854929,850790,n:n
854929,850811,n:n
854929,850819,n:n
854929,850860,n:n
854929,850870,n:n
854929,850940,n:n
854929,850980,n:n
854929,850990,n:n
854929,851010,n:n
854929,851020,n:n
854929,851030,n:n
854929,851090,n:n
854929,851110,n:n
854929,851120,n:n
854929,851130,n:n
854929,851140,n:n
854929,851150,n:n
854929,851180,n:n
854929,851190,n:n
854929,851210,n:n
854929,851220,n:n
854929,851230,n:n
854929,851240,n:n
854929,851290,n:n
854929,851310,n:n
854929,851390,n:n
854929,851410,n:n
854929,851420,n:n
854929,851430,n:n
854929,851440,n:n
854929,851490,n:n
854929,851511,n:n
854929,851519,n:n
854929,851521,n:n
854929,851529,n:n
854929,851531,n:n
854929,851539,n:n
854929,851580,n:n
854929,851590,n:n
854929,851610,n:n
854929,851621,n:n
854929,851629,n:n
854929,851631,n:n
854929,851632,n:n
854929,851633,n:n
854929,851640,n:n
854929,851650,n:n
854929,851660,n:n
854929,851671,n:n
854929,851672,n:n
854929,851679,n:n
854929,851680,n:n
854929,851690,n:n
854929,851711,n:n
854929,851712,n:n
854929,851718,n:n
854929,851761,n:n
854929,851762,n:n
854929,851769,n:n
854929,851770,n:n
854929,851810,n:n
854929,851821,n:n
854929,851822,n:n
854929,851829,n:n
854929,851830,n:n
854929,851840,n:n
854929,851850,n:n
854929,851890,n:n
854929,851920,n:n
854929,851930,n:n
854929,851950,n:n
854929,851981,n:n
854929,851989,n:n
854929,852110,n:n
854929,852190,n:n
854929,852210,n:n
854929,852290,n:n
854929,852321,n:n
854929,852329,n:n
854929,852341,n:n
854929,852349,n:n
854929,852351,n:n
854929,852352,n:n
854929,852359,n:n
854929,852380,n:n
854929,852550,n:n
854929,852560,n:n
854929,852580,n:n
854929,852610,n:n
854929,852691,n:n
854929,852692,n:n
854929,852712,n:n
854929,852713,n:n
854929,852719,n:n
854929,852721,n:n
854929,852729,n:n
854929,852791,n:n
854929,852792,n:n
854929,852799,n:n
854929,852842,n:n
854929,852849,n:n
854929,852852,n:n
854929,852859,n:n
854929,852862,n:n
854929,852869,n:n
854929,852871,n:n
854929,852872,n:n
854929,852873,n:n
854929,852910,n:n
854929,852990,n:n
854929,853010,n:n
854929,853080,n:n
854929,853090,n:n
854929,853110,n:n
854929,853120,n:n
854929,853180,n:n
854929,853190,n:n
854929,853210,n:n
854929,853221,n:n
854929,853222,n:n
854929,853223,n:n
854929,853224,n:n
854929,853225,n:n
854929,853229,n:n
854929,853230,n:n
854929,853290,n:n
854929,853310,n:n
854929,853321,n:n
854929,853329,n:n
854929,853331,n:n
854929,853339,n:n
854929,853340,n:n
854929,853390,n:n
854929,853400,n:n
854929,853510,n:n
854929,853521,n:n
854929,853529,n:n
854929,853530,n:n
854929,853540,n:n
854929,853590,n:n
854929,853610,n:n
854929,853620,n:n
854929,853630,n:n
854929,853641,n:n
854929,853649,n:n
854929,853650,n:n
854929,853661,n:n
854929,853669,n:n
854929,853670,n:n
854929,853690,n:n
854929,853710,n:n
854929,853720,n:n
854929,853810,n:n
854929,853890,n:n
854929,853910,n:n
854929,853921,n:n
854929,853922,n:n
854929,853929,n:n
854929,853931,n:n
854929,853932,n:n
854929,853939,n:n
854929,853941,n:n
854929,853949,n:n
854929,853950,n:n
854929,853990,n:n
854929,854011,n:n
854929,854012,n:n
854929,854020,n:n
854929,854040,n:n
854929,854060,n:n
854929,854071,n:n
854929,854079,n:n
854929,854081,n:n
854929,854089,n:n
854929,854091,n:n
854929,854099,n:n
854929,854110,n:n
854929,854121,n:n
854929,854129,n:n
854929,854130,n:n
854929,854140,n:n
854929,854150,n:n
854929,854160,n:n
854929,854190,n:n
854929,854231,n:n
854929,854232,n:n
854929,854233,n:n
854929,854239,n:n
854929,854290,n:n
854929,854310,n:n
854929,854320,n:n
854929,854330,n:n
854929,854370,n:n
854929,854390,n:n
854929,854411,n:n
854929,854419,n:n
854929,854420,n:n
854929,854430,n:n
854929,854442,n:n
854929,854449,n:n
854929,854460,n:n
854929,854470,n:n
854929,854511,n:n
854929,854519,n:n
854929,854520,n:n
854929,854590,n:n
854929,854610,n:n
854929,854620,n:n
854929,854690,n:n
854929,854710,n:n
854929,854720,n:n
854929,854790,n:n
854929,854810,n:n
854929,854890,n:n
854929,900110,n:n
